panel_num,time(hh:mm:ss),date(dd//mm/yy),voltage(mV),current(mA),power(mW),theta0,theta1
2,14:53:45,07/10/24,12256,248,3040,-23.74,42.11
3,14:53:45,07/10/24,8896,186,1662,,
1,15:03:42,07/10/24,17636,365,6448,,
2,15:03:42,07/10/24,17144,347,5948,0.00,60.00
3,15:03:42,07/10/24,13128,275,3618,,
1,15:13:43,07/10/24,17268,357,6176,,
2,15:13:43,07/10/24,16992,343,5836,0.00,60.00
3,15:13:43,07/10/24,8392,176,1482,,
1,15:23:43,07/10/24,17004,352,5990,,
2,15:23:43,07/10/24,16552,335,5544,0.00,60.00
3,15:23:43,07/10/24,3084,64,200,,
1,15:33:45,07/10/24,16572,343,5688,,
2,15:33:45,07/10/24,15628,316,4944,-21.18,48.11
3,15:33:45,07/10/24,2292,48,112,,
1,15:43:42,07/10/24,16976,351,5964,,
2,15:43:42,07/10/24,16420,331,5446,0.00,60.00
3,15:43:42,07/10/24,2336,49,114,,
1,15:53:41,07/10/24,10308,213,2198,,
2,15:53:41,07/10/24,9200,185,1710,30.00,60.00
3,15:53:41,07/10/24,1704,35,62,,
1,16:03:46,07/10/24,16980,350,5958,,
2,16:03:46,07/10/24,16516,332,5496,0.00,60.00
3,16:03:46,07/10/24,2768,58,160,,
1,16:13:43,07/10/24,15732,324,5112,,
2,16:13:43,07/10/24,15236,307,4680,0.00,60.00
3,16:13:43,07/10/24,2252,47,108,,
1,16:23:43,07/10/24,14544,300,4368,,
2,16:23:43,07/10/24,14432,291,4198,0.00,60.00
3,16:23:43,07/10/24,1552,32,50,,
1,16:33:43,07/10/24,14216,293,4168,,
2,16:33:43,07/10/24,13888,279,3886,0.00,90.00
3,16:33:43,07/10/24,1376,28,40,,
1,16:43:44,07/10/24,13552,279,3788,,
2,16:43:44,07/10/24,12304,248,3054,-8.59,55.01
3,16:43:44,07/10/24,1232,25,32,,
1,16:53:43,07/10/24,12248,252,3094,,
2,16:53:43,07/10/24,8236,165,1366,0.00,60.00
3,16:53:43,07/10/24,1012,21,22,,
1,17:03:44,07/10/24,11216,231,2592,,
2,17:03:44,07/10/24,1588,32,52,1.51,56.06
3,17:03:44,07/10/24,944,19,20,,
1,17:13:44,07/10/24,1736,36,62,,
2,17:13:44,07/10/24,1268,26,32,9.75,56.43
3,17:13:44,07/10/24,724,15,10,,
1,17:23:48,07/10/24,1256,26,32,,
2,17:23:48,07/10/24,916,18,16,21.58,56.69
3,17:23:48,07/10/24,532,11,6,,
1,17:33:51,07/10/24,936,19,20,,
2,17:33:51,07/10/24,780,16,14,38.05,56.84
3,17:33:51,07/10/24,432,9,4,,
1,17:43:50,07/10/24,696,14,10,,
2,17:43:50,07/10/24,676,14,10,0.00,60.00
3,17:43:50,07/10/24,356,7,4,,
1,17:54:07,07/10/24,228,5,0,,
2,17:54:07,07/10/24,156,3,0,77.86,56.82
3,17:54:07,07/10/24,212,4,0,,
1,05:24:13,08/10/24,0,0,0,,
2,05:24:13,08/10/24,0,0,0,88.82,-56.65
3,05:24:13,08/10/24,16,0,0,,
1,05:34:11,08/10/24,28,1,0,,
2,05:34:11,08/10/24,28,1,0,72.79,-56.80
3,05:34:11,08/10/24,68,1,0,,
1,05:44:08,08/10/24,76,2,0,,
2,05:44:08,08/10/24,84,2,0,53.62,-56.84
3,05:44:08,08/10/24,144,3,0,,
1,05:54:05,08/10/24,168,4,0,,
2,05:54:05,08/10/24,200,4,0,34.98,-56.77
3,05:54:05,08/10/24,224,4,0,,
1,06:03:48,08/10/24,288,6,4,,
2,06:03:48,08/10/24,328,7,4,-30.00,-30.00
3,06:03:48,08/10/24,344,7,4,,
1,06:14:02,08/10/24,236,5,0,,
2,06:14:02,08/10/24,340,7,4,9.18,-56.31
3,06:14:02,08/10/24,312,6,4,,
1,06:23:44,08/10/24,608,12,6,,
2,06:23:44,08/10/24,892,17,16,0.00,0.00
3,06:23:44,08/10/24,848,17,16,,
1,06:33:43,08/10/24,556,11,6,,
2,06:33:43,08/10/24,884,18,16,0.00,30.00
3,06:33:43,08/10/24,816,17,14,,
1,06:43:43,08/10/24,2080,42,88,,
2,06:43:43,08/10/24,2480,49,124,0.00,0.00
3,06:43:43,08/10/24,2148,45,98,,
1,06:53:43,08/10/24,2252,46,104,,
2,06:53:43,08/10/24,2808,56,158,0.00,0.00
3,06:53:43,08/10/24,2420,50,124,,
1,07:03:44,08/10/24,2184,45,98,,
2,07:03:44,08/10/24,2732,54,140,-13.78,-53.30
3,07:03:44,08/10/24,2552,53,138,,
1,07:13:42,08/10/24,840,17,16,,
2,07:13:42,08/10/24,1304,26,36,0.00,30.00
3,07:13:42,08/10/24,1124,23,26,,
1,07:23:45,08/10/24,1092,22,26,,
2,07:23:45,08/10/24,1396,30,42,-17.33,-51.38
3,07:23:45,08/10/24,1488,31,46,,
1,07:33:42,08/10/24,1244,25,32,,
2,07:33:42,08/10/24,1644,33,56,0.00,30.00
3,07:33:42,08/10/24,1432,30,42,,
1,07:43:43,08/10/24,1848,38,68,,
2,07:43:43,08/10/24,2792,55,158,0.00,30.00
3,07:43:43,08/10/24,2496,52,132,,
1,07:53:43,08/10/24,1348,27,36,,
2,07:53:43,08/10/24,1764,35,62,0.00,0.00
3,07:53:43,08/10/24,1500,31,46,,
1,08:03:43,08/10/24,2316,47,112,,
2,08:03:43,08/10/24,3480,69,242,0.00,30.00
3,08:03:43,08/10/24,3128,65,206,,
1,08:13:45,08/10/24,1744,35,62,,
2,08:13:45,08/10/24,2036,39,82,-22.17,-44.90
3,08:13:45,08/10/24,1980,41,82,,
1,08:23:42,08/10/24,1160,24,30,,
2,08:23:42,08/10/24,1396,28,40,0.00,0.00
3,08:23:42,08/10/24,1240,26,32,,
1,08:33:43,08/10/24,2928,59,176,,
2,08:33:43,08/10/24,3668,73,268,0.00,30.00
3,08:33:43,08/10/24,3288,68,226,,
1,08:43:43,08/10/24,3040,62,190,,
2,08:43:43,08/10/24,4168,83,344,0.00,30.00
3,08:43:43,08/10/24,3676,77,282,,
1,08:53:45,08/10/24,3704,75,282,,
2,08:53:45,08/10/24,4060,81,330,-24.15,-38.17
3,08:53:45,08/10/24,3760,78,294,,
